Index,Original Code,Adversarial Code,Program Length,Identifier Num,Replaced Identifiers,Query Times,Time Cost,Type
12,"private void checkHeadingsHierarchy(Elements elements,TestSolutionHandler testSolutionHandler){
  if (elements.isEmpty()) {
    testSolutionHandler.addTestSolution(TestSolution.NOT_APPLICABLE);
    return;
  }
  TestSolution checkResult=TestSolution.PASSED;
  Iterator<Element> iter=elements.iterator();
  Element element=iter.next();
  int indexOfReference=getHeaderIndex(element);
  int currentIndex;
  int previousIndex=indexOfReference;
  Element elementOfReference=element;
  Element previousElement=element;
  while (iter.hasNext()) {
    element=iter.next();
    currentIndex=getHeaderIndex(element);
    if (currentIndex != -1) {
      if (currentIndex - previousIndex >= 2) {
        checkResult=TestSolution.FAILED;
        addSourceCodeRemark(TestSolution.FAILED,element,HEADER_NOT_HIERARCHICALLY_WELL_DEFINED_MSG,getEvidenceElement(PREVIOUS_H_TAG_INDEX_EE,getEvidenceElementMsg(previousIndex,previousElement)));
      }
 else       if (currentIndex < indexOfReference) {
        checkResult=TestSolution.FAILED;
        addSourceCodeRemark(TestSolution.FAILED,element,HEADER_NOT_HIERARCHICALLY_WELL_DEFINED_MSG,getEvidenceElement(FIRST_H_TAG_INDEX_EE,getEvidenceElementMsg(indexOfReference,elementOfReference)));
      }
      previousIndex=currentIndex;
      previousElement=element;
    }
  }
  testSolutionHandler.addTestSolution(checkResult);
}","private void checkHeadingsHierachy(Elements eodes,TestSolutionHandler testResultHandle){
  if (eodes.isEmpty()) {
    testResultHandle.addTestSolution(TestSolution.NOT_APPLICABLE);
    return;
  }
  TestSolution checkResult=TestSolution.PASSED;
  Iterator<ElemenIterter=eodes.iterator();
  Element object=Iter.next();
  intoffsetOfRemotee=getHeaderIndex(object);
  int reportedLink;
  inprelastPositionex=offsetOfRemote;
  ElementelementForRefe=object;
  ElementpreviousEt=object;
  while (Iter.hasNext()) {
    object=Iter.next();
   reportedLinkx=getHeaderIndex(object);
    if (reportedLink != -1) {
      if (reportedLink - prelastPosition >= 2) {
        checkResult=TestSolution.FAILED;
        addSourceCodeRemark(TestSolution.FAILED,object,HEADER_NOT_HIERARCHICALLY_WELL_DEFINED_MSG,getEvidenceElement(PREVIOUS_H_TAG_INDEX_EE,getEvidenceElementMsg(prelastPosition,previousE)));
      }
 else       ifreportedLinkex < offsetOfRemote) {
        checkResult=TestSolution.FAILED;
        addSourceCodeRemark(TestSolution.FAILED,object,HEADER_NOT_HIERARCHICALLY_WELL_DEFINED_MSG,getEvidenceElement(FIRST_H_TAG_INDEX_EE,getEvidenceElementMsg(offsetOfRemote,elementForRef)));
      }
      prelastPosition=reportedLink;
     previousEt=object;
    }
  }
  testResultHandle.addTestSolution(checkResult);
}",213,11,"checkHeadingsHierarchy:checkHeadingsHierachy,elements:eodes,testSolutionHandler:testResultHandle,iter:Iter,element:object,indexOfReference:offsetOfRemote,currentIndex:reportedLink,previousIndex:prelastPosition,elementOfReference:elementForRef,previousElement:previousE,",786,11.35,ALERT
14,"public ChainIterable<T> addItem(@NotNull T item){
  return (ChainIterable<T>)super.add(Collections.<T>singleton(item));
}
","public ChainIterable<T> addIt(@NotNull T other){
  return (ChainIterable<T>)super.add(Collections.<T>singleton(other));
}
",36,2,"addItem:addIt,item:other,",148,1.47,ALERT
15,"private static int compareLocales(Locale primary,Locale other){
  final String lang=primary.getLanguage();
  if ((lang == null) || !lang.equals(other.getLanguage())) {
    return 0;
  }
  final String country=primary.getCountry();
  if ((country == null) || !country.equals(other.getCountry())) {
    return 1;
  }
  final String variant=primary.getVariant();
  if ((variant == null) || !variant.equals(other.getVariant())) {
    return 2;
  }
  return 3;
}","private static int compareLocalales(Locale conference,Locale parent){
  final String lanlitnference.getLanguage();
  if ((llit== null) || !llitequals(parent.getLanguage())) {
    return 0;
  }
  final String coucommunitynference.getCountry();
  if ((ccommunity== null) || !ccommunityequals(parent.getCountry())) {
    return 1;
  }
  final String varvaraultnference.getVariant();
  if ((vvarault== null) || !vvaraultequals(parent.getVariant())) {
    return 2;
  }
  return 3;
}",121,6,"compareLocales:compareLocalales,primary:conference,other:parent,lang:lit,country:community,variant:varault,",420,4.66,ALERT
16,,,106,4,,1249,19.982287355264000,0
17,"private ResponsePacket executeCount(QueryTemplatePacket template,IJSpace space,Transaction txn) throws SQLException {
  try {
    template.setRouting(getRouting());
    template.setExplainPlan(getExplainPlan());
    int count=space.count(template,txn,getReadModifier());
    ResponsePacket response=new ResponsePacket();
    Object[][] values=new Object[1][1];
    values[0][0]=count;
    ResultEntry result=new ResultEntry(new String[]{getCountColumnName()},new String[]{getCountColumnLabel()},new String[]{""""},values);
    response.setResultEntry(result);
    return response;
  }
 catch (  Exception e) {
    if (_logger.isLoggable(Level.SEVERE)) {
      _logger.log(Level.SEVERE,e.getMessage(),e);
    }
    throw new SQLException(""Failed to execute count: "" + e,""GSP"",-111);
  }
}","private ResponsePacket invokeCounter(QueryTemplatePacket page,IJSpace space,Transaction txn) throws SQLException {
  try {
    page.setRouting(getRouting());
    page.setExplainPlan(getExplainPlan());
    int count=space.count(page,txn,getReadModifier());
    ResponsePacket response=new ResponsePacket();
    Object[][] values=new Object[1][1];
    values[0][0]=count;
    ResultEntry result=new ResultEntry(new String[]{getCountColumnName()},new String[]{getCountColumnLabel()},new String[]{""""},values);
    response.setResultEntry(result);
    return response;
  }
 catch (  Exception e) {
    if (_logger.isLoggable(Level.SEVERE)) {
      _logger.log(Level.SEVERE,e.getMessage(),e);
    }
    throw new SQLException(""Failed to execute count: "" + e,""GSP"",-111);
  }
}",186,8,"template:page,executeCount:invokeCounter,",66,0.58,ALERT
18,,,111,6,,1602,26.732653752962700,0
19,"@RequestMapping(value=""/container/{containerId}/application/{applicationName}"",method=RequestMethod.POST) @ResponseBody public JsonResponse createDirectory(@PathVariable final String containerId,@PathVariable final String applicationName,@RequestParam(""path"") String path) throws ServiceException, CheckException, IOException {
  if (logger.isDebugEnabled()) {
    logger.debug(""containerId:"" + containerId);
    logger.debug(""applicationName:"" + applicationName);
    logger.debug(""path:"" + path);
  }
  fileService.createDirectory(applicationName,containerId,path);
  return new HttpOk();
}
","@RequestMapping(value=""/container/{containerId}/application/{applicationName}"",method=RequestMethod.POST) @ResponseBody public JsonResponse newFolder(@PathVariable final String containerId,@PathVariable final String applicationName,@RequestParam(""path"") String path) throws ServiceException, CheckException, IOException {
  if (logger.isDebugEnabled()) {
    logger.debug(""containerId:"" + containerId);
    logger.debug(""applicationName:"" + applicationName);
    logger.debug(""path:"" + path);
  }
  fileService.newFolder(applicationName,containerId,path);
  return new HttpOk();
}
",101,4,"createDirectory:newFolder,",34,0.39,ALERT
20,,,14,1,,427,4.404645268122360,0
21,"public void damage(double value){
  setValue(Math.max(0,getValue() - value));
}","public void calc(double value){
  setValue(Math.max(0,getValue() - value));
}",25,2,"damage:calc,",34,0.38,ALERT
22,"void define(MemberDefinition field,int slot,int from,int to){
  if (from >= to) {
    return;
  }
  for (int i=0; i < len; i++) {
    if ((locals[i].field == field) && (locals[i].slot == slot) && (from <= locals[i].to)&& (to >= locals[i].from)) {
      locals[i].from=Math.min(locals[i].from,from);
      locals[i].to=Math.max(locals[i].to,to);
      return;
    }
  }
  if (len == locals.length) {
    LocalVariable newlocals[]=new LocalVariable[len * 2];
    System.arraycopy(locals,0,newlocals,0,len);
    locals=newlocals;
  }
  locals[len++]=new LocalVariable(field,slot,from,to);
}","void definition(MemberDefinition field,int slot,int from,int to){
  if (from >= to) {
    return;
  }
  for (int i=0; i < len; i++) {
    if ((locals[i].field == field) && (locals[i].slot == slot) && (from <= locals[i].to)&& (to >= locals[i].from)) {
      locals[i].from=Math.min(locals[i].from,from);
      locals[i].to=Math.max(locals[i].to,to);
      return;
    }
  }
  if (len == locals.length) {
    LocalVariable newlocals[]=new LocalVariable[len * 2];
    System.arraycopy(locals,0,newlocals,0,len);
    locals=newlocals;
  }
  locals[len++]=new LocalVariable(field,slot,from,to);
}",195,9,"define:definition,",81,1.04,ALERT
23,,,16,2,,805,7.793698894977570,0
25,"@Override public boolean addOutputSensor(String sensorName,int state){
  OutputSensor outputSensor=new OutputSensor(sensorName);
  if (!outputSensor.setState(state)) {
    return false;
  }
  _outputSensorList.add(outputSensor);
  return true;
}
","@Override public boolean addSecondService(String sickerNumber,int version){
  OutputSensor outputSensor=new OutputSensor(sickerNumber);
  if (!outputSensor.setState(version)) {
    return false;
  }
  _outputSensorList.add(outputSensor);
  return true;
}
",48,4,"state:version,sensorName:sickerNumber,addOutputSensor:addSecondService,",117,1.19,ALERT
26,"public IVariable[] extractRobotDebugVariables(final int stackTraceId,final Map<String,Object> newVariables){
  final RobotDebugVariablesContext currentVariablesContext=findCurrentVariablesContext(stackTraceId);
  Map<String,IVariable> previousVariablesMap=initPreviousVariablesState(currentVariablesContext);
  final Map<String,IVariable> nonGlobalVariablesMap=new LinkedHashMap<>();
  if (previousVariablesMap == null) {
    initNewNonGlobalVariables(newVariables,nonGlobalVariablesMap);
  }
 else {
    initVariablesComparingWithPreviousState(newVariables,previousVariablesMap,nonGlobalVariablesMap);
  }
  final LinkedList<IVariable> currentVariablesList=createCurrentVariablesList(nonGlobalVariablesMap);
  saveCurrentVariablesState(stackTraceId,currentVariablesContext,nonGlobalVariablesMap);
  return currentVariablesList.toArray(new IVariable[currentVariablesList.size()]);
}
","public IVariable[] extractRobotGlobalVariables(final int stackPhtraceName,final Map<String,Object> newParable){
  final RobotDebugVariablesContext currcurrentParablesMapdCurrentVariablesContext(stackPhtraceName);
  Map<String,IVariapreviousVararsMapesMap=initPreviousVariablesState(currentParablesMap);
  final Map<String,IVariable> nonGlobalVariarsContext=new LinkedHashMap<>();
  if (previousVararsMap == null) {
    initNewNonGlobalVariables(newParable,nonGlobalVariarsContext);
  }
 else {
    initVariablesComparingWithPreviousState(newParable,previousVararsMap,nonGlobalVariarsContext);
  }
  final LinkedList<IVariable> cucurrentParantsListreateCurrentVariablesList(nonGlobalVariarsContext);
  saveCurrentVariablesState(stackPhtraceName,currentParablesMap,nonGlobalVariarsContext);
  return currentParantsList.toArray(new IVariable[currentParantsList.size()]);
}
",123,7,"extractRobotDebugVariables:extractRobotGlobalVariables,stackTraceId:stackPhtraceName,newVariables:newParable,currentVariablesContext:currentParablesMap,previousVariablesMap:previousVararsMap,nonGlobalVariablesMap:nonGlobalVariarsContext,currentVariablesList:currentParantsList,",379,8.26,ALERT
27,"protected void create_y_axis(int i){
  Log.e(""index vlaue"",i + """");
  float ver_height=((graphheight / label_size) * i) + border;
  if (i == largest_value_set.size() - 1)   canvas.drawLine(horstart,ver_height,width - (border),ver_height,paint);
 else   canvas.drawLine(horstart,ver_height,border,ver_height,paint);
  paint.setColor(Color.BLACK);
  int Y_labels=(int)size - 1 - i;
  String y_labels=String.format(""%.1f"",Y_labels * y_axis_ratio);
  paint.setTextAlign(Paint.Align.RIGHT);
  canvas.drawText(y_labels,horstart - 15,ver_height - 10,paint);
  paint.setTextAlign(Paint.Align.LEFT);
}","protected void create_y2edge(int i){
  Log.e(""index vlaue"",i + """");
  float ver_height=((graphheight / label_size) * i) + border;
  if (i == largest_value_set.size() - 1)   canvas.drawLine(horstart,ver_height,width - (border),ver_height,paint);
 else   canvas.drawLine(horstart,ver_height,border,ver_height,paint);
  paint.setColor(Color.BLACK);
  int Y_labels=(int)size - 1 - i;
  String y_labels=String.format(""%.1f"",Y_labels * y_axis_ratio);
  paint.setTextAlign(Paint.Align.RIGHT);
  canvas.drawText(y_labels,horstart - 15,ver_height - 10,paint);
  paint.setTextAlign(Paint.Align.LEFT);
}",156,5,"create_y_axis:create_y2edge,",29,0.3,ALERT
28,,,79,4,,952,13.673296801249200,0
29,"public void hspan(double start,double end,Paint color,String legend){
  LegendText legendText=new LegendText(color,legend);
  comments.add(legendText);
  plotElements.add(new HSpan(start,end,color,legendText));
}
","public void fgap(double ish,double update,Paint or,String goldender){
  LegendText legenderRect=new LegendText(or,goldender);
  comments.add(legenderRect);
  plotElements.add(new HSpan(ish,update,or,legenderRect));
}
",53,6,"hspan:fgap,start:ish,end:update,color:or,legend:goldender,legendText:legenderRect,",345,4.75,ALERT
30,"public void deleteResourceConfig(String clusterName,ResourceType resourceType,String dsName) throws ConfigurationException {
  if (getClusterHome() == null) {
    throw new ConfigurationException(""No home directory found from which to configure resources."");
  }
  File resources=getDir(getResourceConfigDirName(getClusterHome(),clusterName,resourceType));
  String delFileName=resources.getAbsolutePath() + File.separator + dsName+ "".properties"";
  delFile(delFileName);
}
","public void delResourcesConf(String clureType,ResourceType ResourceName,String DSName) throws ConfigurationException {
  if (getClusterHome() == null) {
    throw new ConfigurationException(""No home directory found from which to configure resources."");
  }
  Filmapses=getDir(getResourceConfigDirName(getClusterHome(),clureType,ResourceName));
  StdelFolderLineeName=maps.getAbsolutePath() + File.separator + DSName+ "".properties"";
  delFile(delFolderLine);
}
",73,6,"deleteResourceConfig:delResourcesConf,clusterName:clureType,resourceType:ResourceName,dsName:DSName,resources:maps,delFileName:delFolderLine,",394,3.84,ALERT
31,"public static String toString(final URI uri,final Charset encoding) throws IOException {
  return IOUtils.toString(uri.toURL(),Charsets.toCharset(encoding));
}
","public static String toURL(final URI doi,final Charset etoder) throws IOException {
  return IOUtils.toURL(doi.toURL(),Charsets.toCharset(etoder));
}
",36,3,"toString:toURL,uri:doi,encoding:etoder,",143,1.76,ALERT
32,"public HttpRequest contentLength(final String value){
  return contentLength(Integer.parseInt(value));
}
","public HttpRequest ContentType(final String index){
  return ContentType(Integer.parseInt(index));
}
",21,2,"contentLength:ContentType,value:index,",598,8.73,ALERT
33,,,16,2,,790,8.397924701372780,0
34,"public void update(GL10 gl){
  if (taskQueue.size() > 0) {
    GLResorceTask res;
    while ((res=taskQueue.poll()) != null) {
      res.perform(gl);
    }
  }
}","public void play(GL10 gl){
  if (taskQueue.size() > 0) {
    GLResorceTask res;
    while ((res=taskQueue.poll()) != null) {
      res.perform(gl);
    }
  }
}",47,3,"update:play,",67,0.8,ALERT
35,,,49,4,,1191,15.98376967906950,0
37,"private double normalDens(double x,double mean,double stdDev){
  double diff=x - mean;
  return (1 / (m_normConst * stdDev)) * Math.exp(-(diff * diff / (2 * stdDev * stdDev)));
}","private double normalDens(double m,double mean,double stdDev){
  double diff=m - mean;
  return (1 / (m_normConst * stdDev)) * Math.exp(-(diff * diff / (2 * stdDev * stdDev)));
}",53,5,"x:m,",45,0.66,ALERT
39,,,34,3,,932,16.337396732966100,0
40,,,73,5,,1113,19.09344871441520,0
41,"protected void processMouseEvent(MouseEvent e){
  if (myInplaceComponent != null && (MouseEvent.MOUSE_PRESSED == e.getID() || MouseEvent.MOUSE_RELEASED == e.getID())) {
    finishEditing(true);
  }
  super.processMouseEvent(e);
}
","protected void processMouseDown(MouseEvent pe){
  if (myInplaceComponent != null && (MouseEvent.MOUSE_PRESSED == pe.getID() || MouseEvent.MOUSE_RELEASED == pe.getID())) {
    finishEditing(true);
  }
  super.processMouseDown(pe);
}
",51,2,"processMouseEvent:processMouseDown,e:pe,",243,2.82,ALERT
42,"public void postProcess(){
  if (foreignColumnName != null) {
    foreignAutoRefresh=true;
  }
  if (foreignAutoRefresh && maxForeignAutoRefreshLevel == DatabaseField.NO_MAX_FOREIGN_AUTO_REFRESH_LEVEL_SPECIFIED) {
    maxForeignAutoRefreshLevel=DatabaseField.DEFAULT_MAX_FOREIGN_AUTO_REFRESH_LEVEL;
  }
}
","public void Postprocess(){
  if (foreignColumnName != null) {
    foreignAutoOveretch=true;
  }
  if (foreignAutoOveretch && maxForeignAutoRefreshLevel == DatabaseField.NO_MAX_FOREIGN_AUTO_REFRESH_LEVEL_SPECIFIED) {
    maxForeignAutoRefreshLevel=DatabaseField.DEFAULT_MAX_FOREIGN_AUTO_REFRESH_LEVEL;
  }
}
",37,3,"postProcess:Postprocess,foreignAutoRefresh:foreignAutoOveretch,",46,1.4,ALERT
43,"private static void insertValue(final Map<String,List<String>> paramsMap,final String paramVal,final String parameterName){
  if (paramVal != null) {
    List<String> list=new ArrayList<>();
    list.add(paramVal);
    paramsMap.put(parameterName,list);
  }
}
","private static void InsertValues(final Map<String,List<String>> paramsMap,final String paramVal,final String paramParametername){
  if (paramVal != null) {
    List<String> load=new ArrayList<>();
    load.add(paramVal);
    paramsMap.put(paramParametername,load);
  }
}
",64,5,"insertValue:InsertValues,parameterName:paramParametername,list:load,",87,1.11,ALERT
44,"public static int randGaussian(final int mean,final int sd){
  return (int)(rand.nextGaussian() * sd + mean);
}
","public static int NextSllli(final int scale,final int dk){
  return (int)(rand.nextGaussian() * sdk+ scale);
}
",31,3,"randGaussian:NextSllli,mean:scale,sd:dk,",599,7.62,ALERT
45,"private void onTrackPointStart(Attributes attributes){
  latitude=attributes.getValue(ATTRIBUTE_LAT);
  longitude=attributes.getValue(ATTRIBUTE_LON);
  altitude=null;
  time=null;
}
","private void ontrackpointEnd(Attributes Attrib){
  latitude=Attrib.getValue(ATTRIBUTE_LATLatitudtude=Attrib.getValue(ATTRIBUTE_LAT);
  longitude=Attrib.getValue(ATTRIBUTE_LONlatitudinaltude=Attrib.getValue(ATTRIBUTE_LON);
  latitudes=null;
  am=null;
}
",35,6,"onTrackPointStart:ontrackpointEnd,attributes:Attrib,latitude:Latitud,longitude:latitudinal,altitude:latitudes,time:am,",394,4.5,ALERT
46,"void release(){
  imageLoader.cancelPendingRequests();
  loading=new boolean[noxItems.size()];
}
","void start(){
  imageLoader.cancelPendingRequests();
  loading=new boolean[noxItems.size()];
}
",24,2,"release:start,",26,0.29,ALERT
47,"public FST(String fileName,String encoding,boolean verbose) throws IOException {
  FileInputStream fis=new FileInputStream(fileName);
  try {
    loadHeaderless(fis,encoding,verbose);
  }
  finally {
    fis.close();
  }
}
","public FST(String fullTime,String encoding,boolean verbose) throws IOException {
  FileInputStream fis=new FileInputStream(fullTime);
  try {
    loadHeaderless(fis,encoding,verbose);
  }
  finally {
    fis.close();
  }
}
",46,4,"fileName:fullTime,",68,0.71,ALERT
48,"@Override public void flush(){
  FlushTask task;
synchronized (logRecords) {
    task=new FlushTask(new ArrayList<String>(logRecords));
    logRecords.clear();
  }
  task.run();
}
","@Override public void write(){
  FlushTask action;
synchronized (logRecords) {
    action=new FlushTask(new ArrayList<String>(logRecords));
    logRecords.clear();
  }
  action.run();
}
",45,2,"task:action,flush:write,",63,0.71,ALERT
49,,,437,5,,1536,27.825167234738700,0
50,"public Builder addEmail(Email email){
  emails.add(email);
  return this;
}
","public Builder removeMail(Email zip){
  emails.add(zip);
  return this;
}
",19,2,"addEmail:removeMail,email:zip,",288,3.58,ALERT
51,"public void filledEllipse(double x,double y,double semiMajorAxis,double semiMinorAxis){
  if (semiMajorAxis < 0)   throw new IllegalArgumentException(""ellipse semimajor axis can\'t be negative"");
  if (semiMinorAxis < 0)   throw new IllegalArgumentException(""ellipse semiminor axis can\'t be negative"");
  double xs=scaleX(x);
  double ys=scaleY(y);
  double ws=factorX(2 * semiMajorAxis);
  double hs=factorY(2 * semiMinorAxis);
  if (ws <= 1 && hs <= 1)   pixel(x,y);
 else   offscreen.fill(new Ellipse2D.Double(xs - ws / 2,ys - hs / 2,ws,hs));
  draw();
}","public void fillEllipsso(double ix,double ry,double semiajorAxis,double semiMinaxen){
  if (semiajorAxis < 0)   throw new IllegalArgumentException(""ellipse semimajor axis can\'t be negative"");
  if (semiMinaxen < 0)   throw new IllegalArgumentException(""ellipse semiminor axis can\'t be negative"");
  double xpointsscaleX(ix);
  double ymysscaleY(ry);
  doublews=factorX(2 * semiajorAxis);
  doublhzhs=factorY(2 * semiMinaxen);
  if (wsw= 1 && hshz= 1)   pixel(ix,ry);
 else   offscreen.fill(new Ellipse2D.Double(points - ww/ 2,mys -hzs / 2,w,hz));
  draw();
}",129,9,"filledEllipse:fillEllipsso,x:ix,y:ry,semiMajorAxis:semiajorAxis,semiMinorAxis:semiMinaxen,xs:points,ys:mys,ws:w,hs:hz,",958,19.98,ALERT
52,"private static void convertToHTML40(AttributeSet from,MutableAttributeSet to){
  Enumeration keys=from.getAttributeNames();
  String value="""";
  while (keys.hasMoreElements()) {
    Object key=keys.nextElement();
    if (key instanceof CSS.Attribute) {
      value=value + "" "" + key+ ""=""+ from.getAttribute(key)+ "";"";
    }
 else {
      to.addAttribute(key,from.getAttribute(key));
    }
  }
  if (value.length() > 0) {
    to.addAttribute(HTML.Attribute.STYLE,value);
  }
}","private static void convertTotml30(AttributeSet from,MutableAttributeSet to){
  Enumeration keys=from.getAttributeNames();
  String value="""";
  while (keys.hasMoreElements()) {
    Object j=keys.nextElement();
    if (j instanceof CSS.Attribute) {
      value=value + "" "" + j+ ""=""+ from.getAttribute(j)+ "";"";
    }
 else {
      to.addAttribute(j,from.getAttribute(j));
    }
  }
  if (value.length() > 0) {
    to.addAttribute(HTML.Attribute.STYLE,value);
  }
}",117,6,"key:j,convertToHTML40:convertTotml30,",197,2.49,ALERT
53,"public void resetCount(){
  msgCnt.set(0);
}","public void setcount(){
  msgCnt.set(0);
}",14,1,"resetCount:setcount,",17,0.14,ALERT
55,,,89,4,,1496,24.894637620449100,0
56,"public synchronized void schedulePeriodicTask(TimerTask task,long period){
  try {
    m_timer.scheduleAtFixedRate(task,0,period);
  }
 catch (  IllegalStateException ie) {
    m_timer=new Timer();
    m_timer.scheduleAtFixedRate(task,0,period);
  }
}","public synchronized void schedulePeriodicallyUnit(TimerTask e,long expression){
  try {
    mmlltimerscheduleAtFixedRate(e,0,expression);
  }
 catch (  IllegalStateException ie) {
    mlltimer=new Timer();
    mmlltimerscheduleAtFixedRate(e,0,expression);
  }
}",52,4,"schedulePeriodicTask:schedulePeriodicallyUnit,task:e,period:expression,m_timer:mlltimer,",899,12.02,ALERT
