Index,Original Code,Adversarial Code,Program Length,Identifier Num,Replaced Identifiers,Query Times,Time Cost,Type
13,"public static String byteArrayToHexString(byte[] block,int offset,int length){
  StringBuffer buf=new StringBuffer();
  int len=block.length;
  length=length + offset;
  if ((len < length)) {
    length=len;
  }
  for (int i=0 + offset; i < length; i++) {
    byte2hex(block[i],buf);
    if (i < length - 1) {
      buf.append(':');
    }
  }
  return buf.toString();
}","public static String byteArrayToHexString(byte[] block,int offset,int type){
  StringBuffer buf=new StringBuffer();
  int len=block.type;
  type=type + offset;
  if ((len < type)) {
    type=len;
  }
  for (int i=0 + offset; i < type; i++) {
    byte2hex(block[i],buf);
    if (i < type - 1) {
      buf.append(':');
    }
  }
  return buf.toString();
}",105,7,"length:type,",59,0.64,ALERT
14,,,36,2,,425,4.506916836897530,0
15,"private static int compareLocales(Locale primary,Locale other){
  final String lang=primary.getLanguage();
  if ((lang == null) || !lang.equals(other.getLanguage())) {
    return 0;
  }
  final String country=primary.getCountry();
  if ((country == null) || !country.equals(other.getCountry())) {
    return 1;
  }
  final String variant=primary.getVariant();
  if ((variant == null) || !variant.equals(other.getVariant())) {
    return 2;
  }
  return 3;
}","private static int compareLocalites(Locale latest,Locale item){
  final Stringtranslationg=latest.getLanguage();
  if (translationg == null) || translationg.equals(item.getLanguage())) {
    return 0;
  }
  final StringCountryy=latest.getCountry();
  if (Countryy == null) || Countryy.equals(item.getCountry())) {
    return 1;
  }
  final Stringopermentt=latest.getVariant();
  if (opermentt == null) || opermentt.equals(item.getVariant())) {
    return 2;
  }
  return 3;
}",121,6,"compareLocales:compareLocalites,primary:latest,other:item,lang:translation,country:Country,variant:operment,",355,4.3,ALERT
16,,,106,4,,588,8.118103233973190,0
17,"private ResponsePacket executeCount(QueryTemplatePacket template,IJSpace space,Transaction txn) throws SQLException {
  try {
    template.setRouting(getRouting());
    template.setExplainPlan(getExplainPlan());
    int count=space.count(template,txn,getReadModifier());
    ResponsePacket response=new ResponsePacket();
    Object[][] values=new Object[1][1];
    values[0][0]=count;
    ResultEntry result=new ResultEntry(new String[]{getCountColumnName()},new String[]{getCountColumnLabel()},new String[]{""""},values);
    response.setResultEntry(result);
    return response;
  }
 catch (  Exception e) {
    if (_logger.isLoggable(Level.SEVERE)) {
      _logger.log(Level.SEVERE,e.getMessage(),e);
    }
    throw new SQLException(""Failed to execute count: "" + e,""GSP"",-111);
  }
}","private ResponsePacket executecount(QueryTemplatePacket template,IJSpace space,Transaction txn) throws SQLException {
  try {
    template.setRouting(getRouting());
    template.setExplainPlan(getExplainPlan());
    int count=space.count(template,txn,getReadModifier());
    ResponsePacket response=new ResponsePacket();
    Object[][] values=new Object[1][1];
    values[0][0]=count;
    ResultEntry result=new ResultEntry(new String[]{getCountColumnName()},new String[]{getCountColumnLabel()},new String[]{""""},values);
    response.setResultEntry(result);
    return response;
  }
 catch (  Exception e) {
    if (_logger.isLoggable(Level.SEVERE)) {
      _logger.log(Level.SEVERE,e.getMessage(),e);
    }
    throw new SQLException(""Failed to execute count: "" + e,""GSP"",-111);
  }
}",186,8,"executeCount:executecount,",36,0.36,ALERT
18,"public Edge findEdgeInSameDirection(Coordinate p0,Coordinate p1){
  for (int i=0; i < edges.size(); i++) {
    Edge e=(Edge)edges.get(i);
    Coordinate[] eCoord=e.getCoordinates();
    if (matchInSameDirection(p0,p1,eCoord[0],eCoord[1]))     return e;
    if (matchInSameDirection(p0,p1,eCoord[eCoord.length - 1],eCoord[eCoord.length - 2]))     return e;
  }
  return null;
}","public Edge findEdgeInDifferentPartension(Coordinate p0,Coordinate  p4){
  for (int i=0; i < edges.size(); i++) {
    Edge e=(Edge)edges.get(i);
    Coordinate[] eeConld=e.getCoordinates();
    if (matchInSameDirection(p0, p4,eeConld[0],eeConld[1]))     return e;
    if (matchInSameDirection(p0, p4,eeConld[eeConld.length - 1],eeConld[eeConld.length - 2]))     return e;
  }
  return null;
}",111,6,"findEdgeInSameDirection:findEdgeInDifferentPartension,p1: p4,eCoord:eeConld,",279,6.93,ALERT
19,"@RequestMapping(value=""/container/{containerId}/application/{applicationName}"",method=RequestMethod.POST) @ResponseBody public JsonResponse createDirectory(@PathVariable final String containerId,@PathVariable final String applicationName,@RequestParam(""path"") String path) throws ServiceException, CheckException, IOException {
  if (logger.isDebugEnabled()) {
    logger.debug(""containerId:"" + containerId);
    logger.debug(""applicationName:"" + applicationName);
    logger.debug(""path:"" + path);
  }
  fileService.createDirectory(applicationName,containerId,path);
  return new HttpOk();
}
","@RequestMapping(value=""/container/{containerId}/application/{applicationName}"",method=RequestMethod.POST) @ResponseBody public JsonResponse addApplication(@PathVariable final String containerId,@PathVariable final String applicationName,@RequestParam(""path"") String path) throws ServiceException, CheckException, IOException {
  if (logger.isDebugEnabled()) {
    logger.debug(""containerId:"" + containerId);
    logger.debug(""applicationName:"" + applicationName);
    logger.debug(""path:"" + path);
  }
  fileService.addApplication(applicationName,containerId,path);
  return new HttpOk();
}
",101,4,"createDirectory:addApplication,",34,0.35,ALERT
20,,,14,1,,226,2.012309757868450,0
21,"public void damage(double value){
  setValue(Math.max(0,getValue() - value));
}","public void  divide(double total){
  setValue(Math.max(0,getValue() - total));
}",25,2,"damage: divide,value:total,",112,1.3,ALERT
22,"void define(MemberDefinition field,int slot,int from,int to){
  if (from >= to) {
    return;
  }
  for (int i=0; i < len; i++) {
    if ((locals[i].field == field) && (locals[i].slot == slot) && (from <= locals[i].to)&& (to >= locals[i].from)) {
      locals[i].from=Math.min(locals[i].from,from);
      locals[i].to=Math.max(locals[i].to,to);
      return;
    }
  }
  if (len == locals.length) {
    LocalVariable newlocals[]=new LocalVariable[len * 2];
    System.arraycopy(locals,0,newlocals,0,len);
    locals=newlocals;
  }
  locals[len++]=new LocalVariable(field,slot,from,to);
}","void set(MemberDefinition field,int or,int left,int lang){
  if (left >= lang) {
    return;
  }
  for (int k=0; k < len; k++) {
    if ((locals[k].field == field) && (locals[k].or == or) && (left <= locals[k].lang)&& (lang >= locals[k].left)) {
      locals[k].left=Math.min(locals[k].left,left);
      locals[k].lang=Math.max(locals[k].lang,lang);
      return;
    }
  }
  if (len == locals.length) {
    LocalVariable newlocals[]=new LocalVariable[len * 2];
    System.arraycopy(locals,0,newlocals,0,len);
    locals=newlocals;
  }
  locals[len++]=new LocalVariable(field,or,left,lang);
}",195,9,"define:set,slot:or,from:left,to:lang,i:k,",201,4.42,ALERT
23,,,16,2,,429,5.5900552352269500,0
24,,,71,3,,609,11.411902634302800,0
25,"@Override public boolean addOutputSensor(String sensorName,int state){
  OutputSensor outputSensor=new OutputSensor(sensorName);
  if (!outputSensor.setState(state)) {
    return false;
  }
  _outputSensorList.add(outputSensor);
  return true;
}
","@Override public boolean addSecondVector(String sistorname,int state){
  OutputSensor outputSensor=new OutputSensor(sistorname);
  if (!outputSensor.setState(state)) {
    return false;
  }
  _outputSensorList.add(outputSensor);
  return true;
}
",48,4,"sensorName:sistorname,addOutputSensor:addSecondVector,",56,0.7,ALERT
26,"public IVariable[] extractRobotDebugVariables(final int stackTraceId,final Map<String,Object> newVariables){
  final RobotDebugVariablesContext currentVariablesContext=findCurrentVariablesContext(stackTraceId);
  Map<String,IVariable> previousVariablesMap=initPreviousVariablesState(currentVariablesContext);
  final Map<String,IVariable> nonGlobalVariablesMap=new LinkedHashMap<>();
  if (previousVariablesMap == null) {
    initNewNonGlobalVariables(newVariables,nonGlobalVariablesMap);
  }
 else {
    initVariablesComparingWithPreviousState(newVariables,previousVariablesMap,nonGlobalVariablesMap);
  }
  final LinkedList<IVariable> currentVariablesList=createCurrentVariablesList(nonGlobalVariablesMap);
  saveCurrentVariablesState(stackTraceId,currentVariablesContext,nonGlobalVariablesMap);
  return currentVariablesList.toArray(new IVariable[currentVariablesList.size()]);
}
","public IVariable[] extractRobotGlobalVariables(final int stackTrraceID,final Map<String,Object> newvariams){
  final RobotDebugVariablesContext ccurrentParantsContextfindCurrentVariablesContext(stackTrraceID);
  Map<String,IVariablepreviousVariarsAppap=initPreviousVariablesState(currentParantsContext);
  final Map<String,IVariable> nonGlobalVariableantsMap=new LinkedHashMap<>();
  if (previousVariarsApp == null) {
    initNewNonGlobalVariables(newvariams,nonGlobalVariableantsMap);
  }
 else {
    initVariablesComparingWithPreviousState(newvariams,previousVariarsApp,nonGlobalVariableantsMap);
  }
  final LinkedList<IVariable> curcurrentVariablesListeateCurrentVariablesList(nonGlobalVariableantsMap);
  saveCurrentVariablesState(stackTrraceID,currentParantsContext,nonGlobalVariableantsMap);
  return currentVariablesList.toArray(new IVariable[currentVariablesList.size()]);
}
",123,7,"extractRobotDebugVariables:extractRobotGlobalVariables,stackTraceId:stackTrraceID,newVariables:newvariams,currentVariablesContext:currentParantsContext,previousVariablesMap:previousVariarsApp,nonGlobalVariablesMap:nonGlobalVariableantsMap,",347,5.79,ALERT
27,,,156,5,,887,18.96585332552590,0
28,,,79,4,,671,9.768286601702370,0
29,,,53,6,,1155,12.23547701438270,0
30,"public void deleteResourceConfig(String clusterName,ResourceType resourceType,String dsName) throws ConfigurationException {
  if (getClusterHome() == null) {
    throw new ConfigurationException(""No home directory found from which to configure resources."");
  }
  File resources=getDir(getResourceConfigDirName(getClusterHome(),clusterName,resourceType));
  String delFileName=resources.getAbsolutePath() + File.separator + dsName+ "".properties"";
  delFile(delFileName);
}
","public void delResourcesDir(String clusterName,ResourceType filetype,String dsName) throws ConfigurationException {
  if (getClusterHome() == null) {
    throw new ConfigurationException(""No home directory found from which to configure resources."");
  }
  File resources=getDir(getResourceConfigDirName(getClusterHome(),clusterName,filetype));
  String delFileName=resources.getAbsolutePath() + File.separator + dsName+ "".properties"";
  delFile(delFileName);
}
",73,6,"deleteResourceConfig:delResourcesDir,resourceType:filetype,",86,0.85,ALERT
31,"public static String toString(final URI uri,final Charset encoding) throws IOException {
  return IOUtils.toString(uri.toURL(),Charsets.toCharset(encoding));
}
","public static String formatstring(final URI database,final Charset encocol) throws IOException {
  return IOUtils.formatstring(database.toURL(),Charsets.toCharset(encocol));
}
",36,3,"toString:formatstring,uri:database,encoding:encocol,",91,1.15,ALERT
32,,,21,2,,229,3.802648131052650,0
33,,,16,2,,409,5.154042009512580,0
36,"public static String decode(AbstractMessage msg,Boolean ext,int header){
  if (ext == false) {
    return decode(msg);
  }
  return ""Bootloader Message Type: "" + header;
}
","public static String DECodes(AbstractMessage html,Boolean exp,int token){
  if (exp == false) {
    return DECodes(html);
  }
  return ""Bootloader Message Type: "" + token;
}
",35,4,"decode:DECodes,msg:html,ext:exp,header:token,",211,3.15,ALERT
37,,,53,5,,870,13.008631141980500,0
38,,,42,2,,415,5.367660582065580,0
39,,,34,3,,622,8.906572643915810,0
40,,,73,5,,728,31.44563822746280,0
41,"protected void processMouseEvent(MouseEvent e){
  if (myInplaceComponent != null && (MouseEvent.MOUSE_PRESSED == e.getID() || MouseEvent.MOUSE_RELEASED == e.getID())) {
    finishEditing(true);
  }
  super.processMouseEvent(e);
}
","protected void processClickCommand(MouseEvent e){
  if (myInplaceComponent != null && (MouseEvent.MOUSE_PRESSED == e.getID() || MouseEvent.MOUSE_RELEASED == e.getID())) {
    finishEditing(true);
  }
  super.processClickCommand(e);
}
",51,2,"processMouseEvent:processClickCommand,",38,0.33,ALERT
42,,,37,3,,561,11.024067910512300,0
43,,,64,5,,762,8.19175640741984,0
44,,,31,3,,623,11.664729642868000,0
45,"private void onTrackPointStart(Attributes attributes){
  latitude=attributes.getValue(ATTRIBUTE_LAT);
  longitude=attributes.getValue(ATTRIBUTE_LON);
  altitude=null;
  time=null;
}
","private void onTrackpointEnd(Attributes atrs){
  latitude=atrs.getValue(ATTRIBUTE_Llongitudinaltitude=atrs.getValue(ATTRIBUTE_LAT);
  longitude=atrs.getValue(ATTRIBUTE_Llatitudgitude=atrs.getValue(ATTRIBUTE_LON);
  longitudes=null;
  port=null;
}
",35,6,"onTrackPointStart:onTrackpointEnd,attributes:atrs,latitude:longitudinal,longitude:latitud,altitude:longitudes,time:port,",248,2.9,ALERT
46,"void release(){
  imageLoader.cancelPendingRequests();
  loading=new boolean[noxItems.size()];
}
","void  releases(){
  imageLoader.cancelPendingRequests();
  testing=new boolean[noxItems.size()];
}
",24,2,"loading:testing,release: releases,",54,0.64,ALERT
48,,,45,2,,265,2.5987749179204300,0
49,"private void destinationTypeChanged(){
  if (m_Exp == null)   return;
  String str="""";
  if (m_ResultsDestinationCBox.getSelectedItem() == DEST_DATABASE_TEXT) {
    m_ResultsDestinationPathLabel.setText(""URL:"");
    str=m_destinationDatabaseURL;
    m_BrowseDestinationButton.setEnabled(true);
    m_BrowseDestinationButton.setText(""User..."");
  }
 else {
    m_ResultsDestinationPathLabel.setText(""Filename:"");
    if (m_ResultsDestinationCBox.getSelectedItem() == DEST_ARFF_TEXT) {
      int ind=m_destinationFilename.lastIndexOf("".csv"");
      if (ind > -1) {
        m_destinationFilename=m_destinationFilename.substring(0,ind) + "".arff"";
      }
    }
    if (m_ResultsDestinationCBox.getSelectedItem() == DEST_CSV_TEXT) {
      int ind=m_destinationFilename.lastIndexOf("".arff"");
      if (ind > -1) {
        m_destinationFilename=m_destinationFilename.substring(0,ind) + "".csv"";
      }
    }
    str=m_destinationFilename;
    if (m_ResultsDestinationCBox.getSelectedItem() == DEST_ARFF_TEXT) {
      int ind=str.lastIndexOf("".csv"");
      if (ind > -1) {
        str=str.substring(0,ind) + "".arff"";
      }
    }
    if (m_ResultsDestinationCBox.getSelectedItem() == DEST_CSV_TEXT) {
      int ind=str.lastIndexOf("".arff"");
      if (ind > -1) {
        str=str.substring(0,ind) + "".csv"";
      }
    }
    m_BrowseDestinationButton.setEnabled(true);
    m_BrowseDestinationButton.setText(""Browse..."");
  }
  if (m_ResultsDestinationCBox.getSelectedItem() == DEST_DATABASE_TEXT) {
    DatabaseResultListener drl=null;
    try {
      drl=new DatabaseResultListener();
    }
 catch (    Exception e) {
      e.printStackTrace();
    }
    drl.setDatabaseURL(m_destinationDatabaseURL);
    m_Exp.setResultListener(drl);
  }
 else {
    if (m_ResultsDestinationCBox.getSelectedItem() == DEST_ARFF_TEXT) {
      InstancesResultListener irl=new InstancesResultListener();
      if (!m_destinationFilename.equals("""")) {
        irl.setOutputFile(new File(m_destinationFilename));
      }
      m_Exp.setResultListener(irl);
    }
 else     if (m_ResultsDestinationCBox.getSelectedItem() == DEST_CSV_TEXT) {
      CSVResultListener crl=new CSVResultListener();
      if (!m_destinationFilename.equals("""")) {
        crl.setOutputFile(new File(m_destinationFilename));
      }
      m_Exp.setResultListener(crl);
    }
  }
  m_ResultsDestinationPathTField.setText(str);
  m_Support.firePropertyChange("""",null,null);
}","private void destinationPathchanged(){
  if (m_Exp == null)   return;
  String fr="""";
  if (m_ResultsDestinationCBox.getSelectedItem() == DEST_DATABASE_TEXT) {
    m_ResultsDestinationPathLabel.setText(""URL:"");
    fr=m_destinationDatabaseURL;
    m_BrowseDestinationButton.setEnabled(true);
    m_BrowseDestinationButton.setText(""User..."");
  }
 else {
    m_ResultsDestinationPathLabel.setText(""Filename:"");
    if (m_ResultsDestinationCBox.getSelectedItem() == DEST_ARFF_TEXT) {
      int dist=m_destignmentFolder.lastIndexOf("".csv"");
      if (dist > -1) {
        mm_destignmentFoldermm_destignmentFoldersubstring(0,dist) + "".arff"";
      }
    }
    if (m_ResultsDestinationCBox.getSelectedItem() == DEST_CSV_TEXT) {
      int dist=m_destignmentFolder.lastIndexOf("".arff"");
      if (dist > -1) {
        mm_destignmentFoldermm_destignmentFoldersubstring(0,dist) + "".csv"";
      }
    }
    fr=m_destignmentFolder;
    if (m_ResultsDestinationCBox.getSelectedItem() == DEST_ARFF_TEXT) {
      intdistd=fr.lastIndexOf("".csv"");
      if (dist > -1) {
        fr=fr.substring(0,dist) + "".arff"";
      }
    }
    if (m_ResultsDestinationCBox.getSelectedItem() == DEST_CSV_TEXT) {
      intdistd=fr.lastIndexOf("".arff"");
      if (dist > -1) {
        fr=fr.substring(0,dist) + "".csv"";
      }
    }
    m_BrowseDestinationButton.setEnabled(true);
    m_BrowseDestinationButton.setText(""Browse..."");
  }
  if (m_ResultsDestinationCBox.getSelectedItem() == DEST_DATABASE_TEXT) {
    DatabaseResultListener drl=null;
    try {
      drl=new DatabaseResultListener();
    }
 catch (    Exception e) {
      e.printStackTrace();
    }
    drl.setDatabaseURL(m_destinationDatabaseURL);
    m_Exp.setResultListener(drl);
  }
 else {
    if (m_ResultsDestinationCBox.getSelectedItem() == DEST_ARFF_TEXT) {
      InstancesResultListener irl=new InstancesResultListener();
      if (!m_destignmentFolder.equals("""")) {
        irl.setOutputFile(new File(m_destignmentFolder));
      }
      m_Exp.setResultListener(irl);
    }
 else     if (m_ResultsDestinationCBox.getSelectedItem() == DEST_CSV_TEXT) {
      CSVResultListener crl=new CSVResultListener();
      if (!m_destignmentFolder.equals("""")) {
        crl.setOutputFile(new File(m_destignmentFolder));
      }
      m_Exp.setResultListener(crl);
    }
  }
  m_ResultsDestinationPathTField.setText(fr);
  m_Support.firePropertyChange("""",null,null);
}",437,5,"destinationTypeChanged:destinationPathchanged,str:fr,ind:dist,m_destinationFilename:m_destignmentFolder,",288,3.58,ALERT
50,"public Builder addEmail(Email email){
  emails.add(email);
  return this;
}
","public Builder addEmail(Email model){
  emails.add(model);
  return this;
}
",19,2,"email:model,",49,0.41,ALERT
51,,,129,9,,1539,38.61668408711750,0
52,,,117,6,,985,15.289531377951300,0
53,"public void resetCount(){
  msgCnt.set(0);
}","public void updateSum(){
  msgCnt.set(0);
}",14,1,"resetCount:updateSum,",17,0.29,ALERT
54,"public static int encodeCacheFlags(Collection<GridClientCacheFlag> flagSet){
  int bits=0;
  if (flagSet.contains(GridClientCacheFlag.SKIP_STORE))   bits|=1;
  return bits;
}","public static int encodeCustomAttributes(Collection<GridClientCacheFlag>  flagset){
  int bits=0;
  if ( flagset.contains(GridClientCacheFlag.SKIP_STORE))   bits|=1;
  return bits;
}",36,3,"flagSet: flagset,encodeCacheFlags:encodeCustomAttributes,",57,0.63,ALERT
55,,,89,4,,743,11.502754998207100,0
56,"public synchronized void schedulePeriodicTask(TimerTask task,long period){
  try {
    m_timer.scheduleAtFixedRate(task,0,period);
  }
 catch (  IllegalStateException ie) {
    m_timer=new Timer();
    m_timer.scheduleAtFixedRate(task,0,period);
  }
}","public synchronized void schedulePerperiodicalTime(TimerTask unit,long page){
  try {
  m_loaderer.scheduleAtFixedRate(unit,0,page);
  }
 catch (  IllegalStateException ie) {
    m_loader=new Timer();
  m_loaderer.scheduleAtFixedRate(unit,0,page);
  }
}",52,4,"schedulePeriodicTask:schedulePerperiodicalTime,task:unit,period:page,m_timer:m_loader,",225,2.77,ALERT
57,"public static long firstFieldOffset(Class clazz){
  long minSize=roundUpTo8(headerSize(clazz));
  while (clazz != Object.class) {
    for (    Field f : clazz.getDeclaredFields()) {
      if ((f.getModifiers() & Modifier.STATIC) == 0) {
        long offset=unsafe.objectFieldOffset(f);
        if (offset < minSize) {
          minSize=offset;
        }
      }
    }
    clazz=clazz.getSuperclass();
  }
  return minSize;
}","public static long objectObjectName(Class CLazz){
  long MinTime=roundUpTo8(headerSize(CLazz));
  while (CLazz != Object.class) {
    for (    Field s : CLazz.getDeclaredFields()) {
      if ((s.getModifiers() & Modifier.STATIC) == 0) {
        long layout=unsafe.objectFieldOffset(s);
        if (layout < MinTime) {
          MinTime=layout;
        }
      }
    }
    CLazz=CLazz.getSuperclass();
  }
  return MinTime;
}",95,5,"firstFieldOffset:objectObjectName,clazz:CLazz,minSize:MinTime,f:s,offset:layout,",317,6.68,ALERT
58,"private void sortChildren(final JCriteriumTreeNode parentNode){
  final List<JCriteriumTreeNode> operators=new ArrayList<JCriteriumTreeNode>();
  final List<JCriteriumTreeNode> conditions=new ArrayList<JCriteriumTreeNode>();
  final List<JCriteriumTreeNode> minus=new ArrayList<JCriteriumTreeNode>();
  final Enumeration<?> children=parentNode.children();
  while (children.hasMoreElements()) {
    final JCriteriumTreeNode child=(JCriteriumTreeNode)children.nextElement();
    final ICriterium type=child.getCriterium();
    if (type instanceof CConditionCriterium) {
      conditions.add(child);
    }
 else {
      operators.add(child);
    }
  }
  parentNode.removeAllChildren();
  for (  final JCriteriumTreeNode child : operators) {
    parentNode.add(child);
    child.setParent(parentNode);
  }
  for (  final JCriteriumTreeNode child : conditions) {
    parentNode.add(child);
    child.setParent(parentNode);
  }
  for (  final JCriteriumTreeNode child : minus) {
    parentNode.add(child);
    child.setParent(parentNode);
  }
}
","private void orderItems(final JCriteriumTreeNode fileChannel){
  final List<JCriteriumTreeNode> opations=new ArrayList<JCriteriumTreeNode>();
  final List<JCriteriumTreeNode> conditionitionally=new ArrayList<JCriteriumTreeNode>();
  final List<JCriteriumTreeNode> things=new ArrayList<JCriteriumTreeNode>();
  final Enumeration<?> ccontentfileChannel.content();
  while (content.hasMoreElements()) {
    final JCriteriumTreeNodeyeard=(JCriteriumTreeNode)content.nextElement();
    final ICriteriumTYPEe=year.getCriterium();
    if (TYPE instanceof CConditionCriterium) {
      conditionitionally.add(year);
    }
 else {
      opations.add(year);
    }
  }
  fileChannel.removeAllChildren();
  for (  final JCriteriumTreeNodeyeard : opations) {
    fileChannel.add(year);
    cyearsetParent(fileChannel);
  }
  for (  final JCriteriumTreeNode child : yeartionitionally) {
    fileChannel.add(year);
    cyearsetParent(fileChannel);
  }
  for (  final JCriteriumTreeNode cyear: things) {
    fileChannel.add(year);
    cyearsetParent(fileChannel);
  }
}
",204,8,"sortChildren:orderItems,parentNode:fileChannel,operators:opations,conditions:conditionitionally,minus:things,children:content,child:year,type:TYPE,",411,6.21,ALERT
59,,,17,1,,239,3.26526628335317,0
